,group,variable,value,articles
2653,2019-09,2050,16,"Flight risk: can we take the carbon out of air travel?<br><br>How much destruction is needed for us to take climate change seriously?<br><br>Energy firms plan UK's first carbon-neutral 'industrial cluster'<br><br>World 'gravely' unprepared for effects of climate crisis  report<br><br>No need to cut beef to tackle climate crisis, say farmers<br><br>UN hosts drive to suck back carbon and reverse climate change<br><br>'We're losing the race': UN secretary general calls climate change an 'emergency'<br><br>Scientists set out how to halve greenhouse gas emissions by 2030<br><br>Australia could produce 200% of energy needs from renewables by 2050, researchers say<br><br>New windfarms will not cost billpayers after subsidies hit record low<br><br>UN secretary general hails 'turning point' in climate crisis fight<br><br>Call for 1m people to join UK's biggest mass tree-planting campaign<br><br>Most of world's biggest firms 'unlikely' to meet Paris climate targets<br><br>Extreme sea level events will hit once a year by 2050<br><br>Pacific islands seek $500m to make ocean's shipping zero carbon<br><br>UK needs billions a year to meet 2050 climate targets"
2654,2019-09,2060,1,How much destruction is needed for us to take climate change seriously?
2668,2019-10,1971,1,Scientists work out way to make Mars surface fit for farming
2669,2019-10,1976,1,The fight to stop Nestl from taking America's water to sell in plastic bottles
2670,2019-10,1980,1,'We are hurtling towards a surveillance state: the rise of facial recognition technology
2671,2019-10,1983,1,A lightbulb moment for nuclear fusion?
2672,2019-10,1984,2,How UK's disused mine shafts could be used to store renewable energy<br><br>The fight to stop Nestl from taking America's water to sell in plastic bottles
2673,2019-10,1989,2,"The big polluters masterstroke was to blame the climate crisis on you and me | George Monbiot<br><br>In its insatiable pursuit of power, Silicon Valley is fuelling the climate crisis | Rebecca Solnit"
2674,2019-10,1990,2,Will genome sequencing bring precision medicine for all?<br><br>Renewable electricity overtakes fossil fuels in UK for first time
2675,2019-10,1992,1,The fight to stop Nestl from taking America's water to sell in plastic bottles
2676,2019-10,1997,1,A lightbulb moment for nuclear fusion?
2677,2019-10,1998,1,'We are hurtling towards a surveillance state: the rise of facial recognition technology
2678,2019-10,1999,3,"Revealed: Google made large contributions to climate change deniers<br><br>In its insatiable pursuit of power, Silicon Valley is fuelling the climate crisis | Rebecca Solnit<br><br>Block on GM rice has cost millions of lives and led to child blindness"
2679,2019-10,2000,4,Revealed: the 20 firms behind a third of all carbon emissions<br><br>The big polluters masterstroke was to blame the climate crisis on you and me | George Monbiot<br><br>Republicans propose mass student surveillance plan to prevent shootings<br><br>Why you should worry if you have a Chinese smartphone
2680,2019-10,2001,2,Eden Project to begin drilling for clean geothermal energy<br><br>The fight to stop Nestl from taking America's water to sell in plastic bottles
2681,2019-10,2002,1,'We are hurtling towards a surveillance state: the rise of facial recognition technology
2682,2019-10,2003,3,Campaign to stop 'killer robots' takes peace mascot to UN<br><br>Block on GM rice has cost millions of lives and led to child blindness<br><br>The fight to stop Nestl from taking America's water to sell in plastic bottles
2683,2019-10,2004,1,Pentagon tells Bush: climate change will destroy us
2684,2019-10,2005,3,Inside Copenhagens race to be the first carbon-neutral city<br><br>Pentagon tells Bush: climate change will destroy us<br><br>The fight to stop Nestl from taking America's water to sell in plastic bottles
2685,2019-10,2006,2,The big polluters masterstroke was to blame the climate crisis on you and me | George Monbiot<br><br>The fight to stop Nestl from taking America's water to sell in plastic bottles
2686,2019-10,2007,2,Revealed: Google made large contributions to climate change deniers<br><br>The fight to stop Nestl from taking America's water to sell in plastic bottles
2687,2019-10,2009,6,Inside Copenhagens race to be the first carbon-neutral city<br><br>Revealed: Google made large contributions to climate change deniers<br><br>Renewable electricity overtakes fossil fuels in UK for first time<br><br>Rise of renewables may see off oil firms decades earlier than they think<br><br>Electric cars to get green number plates under government plan<br><br>The fight to stop Nestl from taking America's water to sell in plastic bottles
2688,2019-10,2010,3,'We are hurtling towards a surveillance state: the rise of facial recognition technology<br><br>Revealed: the 20 firms behind a third of all carbon emissions<br><br>Inside Copenhagens race to be the first carbon-neutral city
2689,2019-10,2012,1,The fight to stop Nestl from taking America's water to sell in plastic bottles
2690,2019-10,2013,6,"Ocean cleanup device successfully collects plastic for first time<br><br>In its insatiable pursuit of power, Silicon Valley is fuelling the climate crisis | Rebecca Solnit<br><br>Without encryption we will lose all privacy. This is our new battleground | Edward Snowden<br><br>Winds of change: the sailing ships cleaning up sea transport<br><br>Amazon rainforest 'close to irreversible tipping point'<br><br>The fight to stop Nestl from taking America's water to sell in plastic bottles"
2691,2019-10,2014,2,Karl Ove Knausgaard's latest work to remain unseen until 2114<br><br>The new workwear: has the suit finally died?
2692,2019-10,2015,5,Revealed: anti-terror center helped police track environmental activists<br><br>Corporations told to draw up climate rules or have them imposed<br><br>Revealed: Google made large contributions to climate change deniers<br><br>EU to bypass Trump administration after Paris climate agreement pullout<br><br>The fight to stop Nestl from taking America's water to sell in plastic bottles
2693,2019-10,2016,6,"Revealed: anti-terror center helped police track environmental activists<br><br>'We are hurtling towards a surveillance state: the rise of facial recognition technology<br><br>Will genome sequencing bring precision medicine for all?<br><br>Revealed: Google made large contributions to climate change deniers<br><br>In its insatiable pursuit of power, Silicon Valley is fuelling the climate crisis | Rebecca Solnit<br><br>The fight to stop Nestl from taking America's water to sell in plastic bottles"
2694,2019-10,2017,10,Revealed: anti-terror center helped police track environmental activists<br><br>'We are hurtling towards a surveillance state: the rise of facial recognition technology<br><br>Revealed: the 20 firms behind a third of all carbon emissions<br><br>US mayors seek to bypass Trump with direct role at UN climate talks<br><br>Benefits system automation could plunge claimants deeper into poverty<br><br>The new workwear: has the suit finally died?<br><br>EU to bypass Trump administration after Paris climate agreement pullout<br><br>Unilever saves on recruiters by using AI to assess job interviews<br><br>Mind-reading tech? How private companies could gain access to our brains<br><br>The fight to stop Nestl from taking America's water to sell in plastic bottles
2695,2019-10,2018,25,"Strong, smart teen girls have had enough. No wonder men like Trump are rattled | Sasha Brown-Worsham<br><br>Revealed: anti-terror center helped police track environmental activists<br><br>Nasa invites bids from firms to build lunar lander for 2024 mission<br><br>'We are hurtling towards a surveillance state: the rise of facial recognition technology<br><br>Reserve Bank warns climate change posing increasing risk to financial stability<br><br>Revealed: the 20 firms behind a third of all carbon emissions<br><br>The big polluters masterstroke was to blame the climate crisis on you and me | George Monbiot<br><br>Inside Copenhagens race to be the first carbon-neutral city<br><br>Revealed: Google made large contributions to climate change deniers<br><br>In its insatiable pursuit of power, Silicon Valley is fuelling the climate crisis | Rebecca Solnit<br><br>Oil firms to pour extra 7m barrels per day into markets, data shows<br><br>African swine fever: the deadly virus that has landed on Australia's doorstep<br><br>Benefits system automation could plunge claimants deeper into poverty<br><br>Renewable electricity overtakes fossil fuels in UK for first time<br><br>Digital welfare state: big tech allowed to target and surveil the poor, UN is warned<br><br>The new workwear: has the suit finally died?<br><br>Renewable energy to expand by 50% in next five years - report<br><br>Scientists 'may have crossed ethical line' in growing human brains<br><br>Gene editing like Crispr is too important to be left to scientists alone | Natalie Kofler<br><br>UK firm announces plans for first 'liquid to gas' cryogenic battery<br><br>First 100% electric black cab for 120 years launches in London<br><br>Republicans propose mass student surveillance plan to prevent shootings<br><br>Amazon rainforest 'close to irreversible tipping point'<br><br>Why you should worry if you have a Chinese smartphone<br><br>The fight to stop Nestl from taking America's water to sell in plastic bottles"
2696,2019-10,2020,22,"World's largest wind turbines to be built off Yorkshire coast<br><br>From Qatar to Vietnam, global heating is making the workplace deadly for millions<br><br>'It's going to be a revolution': driverless cars in new London trial<br><br>Water resources minister 'totally' accepts drought linked to climate change<br><br>Artificial womb: Dutch researchers given 2.9m to develop prototype<br><br>The big polluters masterstroke was to blame the climate crisis on you and me | George Monbiot<br><br>If the shoo fits: cows painted with zebra stripes keep flies in line<br><br>African swine fever: the deadly virus that has landed on Australia's doorstep<br><br>Eden Project to begin drilling for clean geothermal energy<br><br>Renewable electricity overtakes fossil fuels in UK for first time<br><br>Rise of renewables may see off oil firms decades earlier than they think<br><br>Without encryption we will lose all privacy. This is our new battleground | Edward Snowden<br><br>Pentagon tells Bush: climate change will destroy us<br><br>Karl Ove Knausgaard's latest work to remain unseen until 2114<br><br>EU to bypass Trump administration after Paris climate agreement pullout<br><br>Winds of change: the sailing ships cleaning up sea transport<br><br>Amazon rainforest 'close to irreversible tipping point'<br><br>Need a flying taxi? These two firms can get a cab to you 'by 2022'<br><br>A lightbulb moment for nuclear fusion?<br><br>Why you should worry if you have a Chinese smartphone<br><br>The fight to stop Nestl from taking America's water to sell in plastic bottles<br><br>YouTube stars raise over $6m to plant trees around the world"
